도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
도시 이미지·정체성,Q30a2op,(가구대표자용) 문30. 귀하가 도시공원 및 녹지에서 현재 주로 하는 활동과 향후 가장 하고 싶은 활동은 무엇입니까? - 2. 향후 하고싶은 활동_기타,"등산 (2명, 40.0%)","낚시 (2명, 40.0%)","자전거 타기 (1명, 20.0%)",
도시 이미지·정체성,Q31,"(가구대표자용) 문31. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)에 녹지(공원, 숲 등)가 있습니까?","있다 (2299명, 75.2%)","없다 (758명, 24.8%)",,"있다
없다"
정책 인지도·만족도(체감도),Q32,"(가구대표자용) 문32. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)의 녹지(공원, 숲 등)에 대해 얼마나 만족하십니까?","④ 다소 만족한다 (1405명, 63.4%)","③ 보통이다 (476명, 21.5%)","⑤ 매우 만족한다 (334명, 15.1%)","① 매우 불만족한다
② 다소 불만족한다
③ 보통이다
④ 다소 만족한다
⑤ 매우 만족한다"
정책 인지도·만족도(체감도),Q32_1,"(가구대표자용) 문32-1. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)의 녹지(공원, 숲 등)에 대해 불만족하는 이유는 무엇입니까?","쾌적하지 않고 깨끗하지 않아서 (27명, 41.5%)","녹지가 충분하지 않아서 (22명, 33.8%)","시설이 다양하지 않아서(운동기구, 어린이 놀이터 등) (16명, 24.6%)","녹지가 충분하지 않아서
쾌적하지 않고 깨끗하지 않아서
편의시설이 좋지 않아서(벤치, 화장실 등)
시설이 다양하지 않아서(운동기구, 어린이 놀이터 등)
치안이 잘 되지 않고 안전하지 않아서(범죄노출 등)
기타"
정책 인지도·만족도(체감도),Q32_1op,"(가구대표자용) 문32-1. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)의 녹지(공원, 숲 등)에 대해 불만족하는 이유는 무엇입니까?_기타","집근처이긴하지만 도보접근이 힘들다 (1명, 33.3%)","공사중 (1명, 33.3%)","금연구역 표지판을 보고도 앞에서 담배를 핀다 (1명, 33.3%)",
정책 인지도·만족도(체감도),Q32_2,"(가구대표자용) 문32-2. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)의 녹지(공원, 숲 등)에 대해 만족하는 이유는 무엇입니까?","쾌적하고 깨끗해서 (875명, 56.4%)","녹지가 충분해서 (396명, 25.5%)","편의시설이 좋아서(벤치, 화장실 등) (281명, 18.1%)","녹지가 충분해서
쾌적하고 깨끗해서
편의시설이 좋아서(벤치, 화장실 등)
시설이 다양해서(운동기구, 어린이 놀이터 등)
치안이 잘 되어 있고 안전해서(범죄노출 등)
기타"
정책 인지도·만족도(체감도),Q32_2op,"(가구대표자용) 문32-2. 귀하가 사는 곳 근처(걸어서 5분 거리 정도)의 녹지(공원, 숲 등)에 대해 만족하는 이유는 무엇입니까?_기타","가까워서 (7명, 77.8%)","가깝다 (1명, 11.1%)","거리가 가까워서 (1명, 11.1%)",
도시 이미지·정체성,Q33a1,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 1. 쓰레기/폐기물,"⑤ (873명, 40.6%)","⑥ (684명, 31.8%)","④ 보통 (593명, 27.6%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q33a2,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 2. 기후변화/이상기온,"⑥ (816명, 38.4%)","⑤ (805명, 37.9%)","④ 보통 (503명, 23.7%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q33a3,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 3. 대기오염/미세먼지,"⑤ (852명, 38.4%)","⑥ (819명, 36.9%)","④ 보통 (548명, 24.7%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q33a4,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 4. 녹지/생물다양성 파괴,"⑤ (762명, 34.6%)","④ 보통 (754명, 34.2%)","⑥ (688명, 31.2%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q33a5,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 5. 하천/호수 수질 오염,"⑤ (827명, 37.8%)","④ 보통 (746명, 34.1%)","⑥ (612명, 28.0%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q33a6,(가구대표자용) 문33. 다음 항목별로 우리 시의 환경문제가 각각 얼마나 심각하다고 생각하십니까? - 6. 소음/진동,"⑤ (854명, 38.7%)","④ 보통 (740명, 33.6%)","⑥ (610명, 27.7%)","① 전혀 심각하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 심각하다"
도시 이미지·정체성,Q34,(가구대표자용) 문34. 귀하는 ‘탄소중립’ 의미에 대해 어느 정도 알고 계십니까?,"내용을 들어본 적이 있다 (1801명, 58.9%)","내용과 의미를 잘 알고 있다 (793명, 25.9%)","‘탄소중립’이라는 용어를 처음 듣는다 (463명, 15.1%)","‘탄소중립’이라는 용어를 처음 듣는다
내용을 들어본 적이 있다
내용과 의미를 잘 알고 있다"
도시 이미지·정체성,Q35,(가구대표자용) 문35. 귀하께서는 ‘탄소중립’에 동참하는 것에 대해 어떻게 생각하십니까?,"불편하지만, 동참해야 한다 (2045명, 70.5%)","불편하지 않으며, 동참해야 한다 (465명, 16.0%)","불편하지 않으나, 동참할 필요성은 없다 (389명, 13.4%)","불편하며, 동참할 필요성이 없다
불편하지만, 동참해야 한다
불편하지 않으나, 동참할 필요성은 없다
불편하지 않으며, 동참해야 한다"
도시 이미지·정체성,Q36_1a1,(가구대표자용) 문36-1. (자원순환) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 1. 마트나 시장 방문 시 일회용 비닐봉투 대신 장바구니를 가지고 간다,"⑥ (883명, 37.9%)","⑤ (816명, 35.1%)","⑦ 적극적으로 실천한다 (629명, 27.0%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_1a2,"(가구대표자용) 문36-1. (자원순환) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 2. 종이, 플라스틱, 병, 캔 등의 쓰레기를 깨끗이 씻어 분리 배출한다","⑥ (905명, 38.0%)","⑤ (890명, 37.4%)","⑦ 적극적으로 실천한다 (584명, 24.5%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_1a3,(가구대표자용) 문36-1. (자원순환) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 3. 일회용품의 소비를 자제한다,"⑤ (893명, 37.6%)","⑥ (863명, 36.4%)","④ 보통 (617명, 26.0%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_1a4,"(가구대표자용) 문36-1. (자원순환) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 4. 물건 구입 시 과대포장, 플라스틱 재질 등 환경에 이롭지 못한 제품 구입을 자제한다","⑤ (927명, 38.9%)","⑥ (735명, 30.9%)","④ 보통 (719명, 30.2%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_2a1,(가구대표자용) 문36-2. (수송) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 1. 친환경 운전을 실천한다,"⑤ (706명, 39.3%)","⑥ (570명, 31.7%)","비해당 (521명, 29.0%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_2a2,(가구대표자용) 문36-2. (수송) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 2. 짧은 거리 이동시 친환경적인 교통수단을 이용한다,"⑤ (723명, 38.0%)","⑥ (681명, 35.8%)","④ 보통 (499명, 26.2%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_2a3,(가구대표자용) 문36-2. (수송) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 3. 전기/수소 자동차를 구매한다,"비해당 (704명, 41.5%)","④ 보통 (510명, 30.0%)","⑤ (484명, 28.5%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_3a1,(가구대표자용) 문36-3. (소비) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 1. 우리나라 우리지역에서 생산된 식재료를 구매한다,"⑤ (874명, 37.2%)","④ 보통 (754명, 32.1%)","⑥ (720명, 30.7%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_3a2,"(가구대표자용) 문36-3. (소비) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 2. 친환경마크, 재활용마크가 있는 제품을 우선 고려한다","⑤ (883명, 37.8%)","④ 보통 (759명, 32.5%)","⑥ (694명, 29.7%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_3a3,"(가구대표자용) 문36-3. (소비) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 3. 일반쓰레기, 음식물쓰레기 등을 줄이기 위해 노력한다","⑤ (983명, 40.3%)","⑥ (861명, 35.3%)","④ 보통 (594명, 24.4%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_4a1,(가구대표자용) 문36-4. (에너지) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 1. 난방 및 냉방 시 적정 실내온도를 유지한다,"⑤ (1005명, 41.2%)","⑥ (871명, 35.7%)","④ 보통 (565명, 23.1%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_4a2,(가구대표자용) 문36-4. (에너지) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 2. 낭비되는 물 소비를 줄인다,"⑤ (1060명, 43.7%)","⑥ (793명, 32.7%)","④ 보통 (574명, 23.7%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_4a3,(가구대표자용) 문36-4. (에너지) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 3. 사용하지 않는 전자제품의 플러그를 뽑거나 대기전력 차단 콘센트를 이용한다,"⑤ (956명, 40.4%)","⑥ (783명, 33.1%)","④ 보통 (627명, 26.5%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
도시 이미지·정체성,Q36_4a4,"(가구대표자용) 문36-4. (에너지) 귀하는 환경보전을 위해 다음의 행동을 얼마나 실천하십니까? - 4. 세탁기, TV 등 전자제품 사용 시간이나 빈도를 줄인다","⑤ (1007명, 42.0%)","④ 보통 (717명, 29.9%)","⑥ (673명, 28.1%)","① 전혀 실천하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 적극적으로 실천한다
비해당"
정책 인지도·만족도(체감도),Q37r1,(가구대표자용) 문37. 다음은 탄소중립을 위한 수원시 정책 대응방안입니다. 귀하는 수원시가 탄소중립을 위해서 무엇을 우선해야 한다고 생각하십니까? - 1순위,"‘재생에너지’(태양열, 풍력 등 청정에너지) 확대 (764명, 43.1%)","대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충 (526명, 29.7%)","친환경차 보급 및 충전인프라 확대 (482명, 27.2%)","‘재생에너지’(태양열, 풍력 등 청정에너지) 확대
친환경차 보급 및 충전인프라 확대
대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충
에너지 절약 건축물 도입 지원(에너지절약 건축물로 신축·개축·리모델링 유도, 기존 건축
폐기물 재활용 확대
탄소 흡수원으로서 공원 및 녹지조성 확대
물 재이용 확대
탄소중립을 위한 교육·홍보 확대
탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영"
정책 인지도·만족도(체감도),Q37r2,(가구대표자용) 문37. 다음은 탄소중립을 위한 수원시 정책 대응방안입니다. 귀하는 수원시가 탄소중립을 위해서 무엇을 우선해야 한다고 생각하십니까? - 2순위,"에너지 절약 건축물 도입 지원(에너지절약 건축물로 신축·개축·리모델링 유도, 기존 건축 (585명, 36.9%)","대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충 (532명, 33.5%)","폐기물 재활용 확대 (470명, 29.6%)","‘재생에너지’(태양열, 풍력 등 청정에너지) 확대
친환경차 보급 및 충전인프라 확대
대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충
에너지 절약 건축물 도입 지원(에너지절약 건축물로 신축·개축·리모델링 유도, 기존 건축
폐기물 재활용 확대
탄소 흡수원으로서 공원 및 녹지조성 확대
물 재이용 확대
탄소중립을 위한 교육·홍보 확대
탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영"
정책 인지도·만족도(체감도),Q37r3,(가구대표자용) 문37. 다음은 탄소중립을 위한 수원시 정책 대응방안입니다. 귀하는 수원시가 탄소중립을 위해서 무엇을 우선해야 한다고 생각하십니까? - 3순위,"탄소 흡수원으로서 공원 및 녹지조성 확대 (497명, 35.5%)","에너지 절약 건축물 도입 지원(에너지절약 건축물로 신축·개축·리모델링 유도, 기존 건축 (460명, 32.8%)","폐기물 재활용 확대 (444명, 31.7%)","‘재생에너지’(태양열, 풍력 등 청정에너지) 확대
친환경차 보급 및 충전인프라 확대
대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충
에너지 절약 건축물 도입 지원(에너지절약 건축물로 신축·개축·리모델링 유도, 기존 건축
폐기물 재활용 확대
탄소 흡수원으로서 공원 및 녹지조성 확대
물 재이용 확대
탄소중립을 위한 교육·홍보 확대
탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영"
도시 이미지·정체성,Q38a1,(가구대표자용) 문38. 귀하는 각 분야별로 수원시의 안전 수준이 어느 정도라고 생각합니까? - 1. 자연재난,"⑤ (1207명, 45.2%)","⑥ (934명, 35.0%)","④ 보통 (530명, 19.8%)","① 전혀 안전하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 안전하다"
도시 이미지·정체성,Q38a2,(가구대표자용) 문38. 귀하는 각 분야별로 수원시의 안전 수준이 어느 정도라고 생각합니까? - 2. 사회재난,"⑤ (1111명, 44.0%)","⑥ (724명, 28.7%)","④ 보통 (689명, 27.3%)","① 전혀 안전하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 안전하다"
도시 이미지·정체성,Q38a3,(가구대표자용) 문38. 귀하는 각 분야별로 수원시의 안전 수준이 어느 정도라고 생각합니까? - 3. 정보보안,"⑤ (885명, 36.9%)","⑥ (758명, 31.6%)","④ 보통 (755명, 31.5%)","① 전혀 안전하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 안전하다"
도시 이미지·정체성,Q38a4,(가구대표자용) 문38. 귀하는 각 분야별로 수원시의 안전 수준이 어느 정도라고 생각합니까? - 4. 감염병,"⑤ (873명, 36.2%)","④ 보통 (794명, 32.9%)","⑥ (746명, 30.9%)","① 전혀 안전하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 안전하다"
도시 이미지·정체성,Q38a5,(가구대표자용) 문38. 귀하는 각 분야별로 수원시의 안전 수준이 어느 정도라고 생각합니까? - 5. 범죄위험,"⑤ (1013명, 42.4%)","④ 보통 (743명, 31.1%)","⑥ (632명, 26.5%)","① 전혀 안전하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 안전하다"
정책 인지도·만족도(체감도),Q39a1,(가구대표자용) 문39. 귀하의 주거지역 인근이나 수원도심(시내)에서 걸어 다니기가 어느 정도 만족스러우십니까? - 1. 주거지역 보행환경 만족 정도,"⑤ (1342명, 48.9%)","⑥ (922명, 33.6%)","④ 보통 (479명, 17.5%)","① 전혀 만족하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q39a2,(가구대표자용) 문39. 귀하의 주거지역 인근이나 수원도심(시내)에서 걸어 다니기가 어느 정도 만족스러우십니까? - 2. 수원도심(시내) 보행환경 만족도,"⑤ (1247명, 47.5%)","⑥ (797명, 30.3%)","④ 보통 (583명, 22.2%)","① 전혀 만족하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q39a3,(가구대표자용) 문39. 귀하의 주거지역 인근이나 수원도심(시내)에서 걸어 다니기가 어느 정도 만족스러우십니까? - 3. 밤늦게 걸어 다니는 야간보행 만족 정도,"⑤ (1256명, 48.4%)","④ 보통 (694명, 26.7%)","⑥ (645명, 24.9%)","① 전혀 만족하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
도시 이미지·정체성,Q3op,(가구대표자용) 문3. 귀하가 삶에서 가장 중요하게 생각하는 것은 무엇입니까?_기타,"신앙생활 (1명, 33.3%)","자녀문제 (1명, 33.3%)","안정적생활 (1명, 33.3%)",
도시 이미지·정체성,Q40,(가구대표자용) 문40. 귀하는 5년 전과 비교할 때 수원시민이 오늘날 경험하는 위험의 정도가 어떻게 변했다고 생각하십니까?,"③ 5년 전과 비슷하다 (1420명, 53.7%)","② 위험이 약간 커졌다 (680명, 25.7%)","④ 위험이 약간 줄었다 (542명, 20.5%)","① 위험이 매우 커졌다
② 위험이 약간 커졌다
③ 5년 전과 비슷하다
④ 위험이 약간 줄었다
⑤ 위험이 많이 줄었다
비해당(거주기간 5년 미만)"
도시 이미지·정체성,Q41,"(가구대표자용) 문41. 현재와 비교할 때, 수원시민이 경험할 위험의 정도가 5년 이후에는 어떻게 변할 것으로 생각하십니까?","③ 현재와 비슷할 것이다 (1630명, 57.8%)","② 위험이 다소 커질 것이다 (643명, 22.8%)","④ 위험이 약간 줄어들 것이다 (549명, 19.5%)","① 위험이 매우 커질 것이다
② 위험이 다소 커질 것이다
③ 현재와 비슷할 것이다
④ 위험이 약간 줄어들 것이다
⑤ 위험이 많이 줄어들 것이다"
도시 이미지·정체성,Q42,(가구대표자용) 문42. 평소 귀하의 정신적·육체적 건강에 대해 어떻게 생각하십니까?,"② 좋다 (1487명, 52.7%)","③ 보통이다 (971명, 34.4%)","① 매우 좋다 (365명, 12.9%)","① 매우 좋다
② 좋다
③ 보통이다
④ 나쁘다
⑤ 매우 나쁘다"
도시 이미지·정체성,Q43,(가구대표자용) 문43. 귀하는 정신적·육체적으로 아플 때 의료시설을 쉽게 이용할 수 있습니까?,"③ 다소 이용하기 쉽다 (1915명, 63.9%)","④ 매우 이용하기 쉽다 (657명, 21.9%)","② 다소 이용하기 어렵다 (427명, 14.2%)","① 매우 이용하기 어렵다
② 다소 이용하기 어렵다
③ 다소 이용하기 쉽다
④ 매우 이용하기 쉽다"
도시 이미지·정체성,Q43_1,(가구대표자용) 문43-1. 귀하가 의료시설을 쉽게 이용하기 어려운 이유는 무엇입니까?,"시간이 없어서 (163명, 43.2%)","이동이 불편해서 (125명, 33.2%)","의료비가 부담이 되어서 (89명, 23.6%)","거리가 멀어서
이동이 불편해서
시간이 없어서
의료비가 부담이 되어서
의료기관에 대한 불신 등 심리적 이유로
기타"
도시 이미지·정체성,Q43_1op,(가구대표자용) 문43-1. 귀하가 의료시설을 쉽게 이용하기 어려운 이유는 무엇입니까?_기타,"의료파업 (6명, 75.0%)","일단  참음 (1명, 12.5%)","의료 파업으로 의료기관이 정상 가동되지 않음 (1명, 12.5%)",
도시 이미지·정체성,Q44_1op,(가구대표자용) 문44-1. 귀하는 외롭다고 느낄 때 주로 어떻게 대처하십니까?_기타,"가족과 시간을 보냄 (1명, 33.3%)","전화통화 (1명, 33.3%)","잠 (1명, 33.3%)",
도시 이미지·정체성,Q44_1r1,(가구대표자용) 문44-1. 귀하는 외롭다고 느낄 때 주로 어떻게 대처하십니까? - 1순위,"친목모임 (649명, 36.7%)","헬스, 운동과 같은 신체활동 (575명, 32.5%)","아무것도 하지 않는다 (546명, 30.8%)","게임이나 인터넷을 활용한 오락활동
취미활동(독서, 영화감상, 여행 등)
헬스, 운동과 같은 신체활동
친목모임
혼식, 혼주(먹고 마시는 행동)
종교활동
외부기관 요청(상담 등)
기타
아무것도 하지 않는다"
도시 이미지·정체성,Q44_1r2,(가구대표자용) 문44-1. 귀하는 외롭다고 느낄 때 주로 어떻게 대처하십니까? - 2순위,"취미활동(독서, 영화감상, 여행 등) (441명, 35.7%)","친목모임 (434명, 35.1%)","헬스, 운동과 같은 신체활동 (360명, 29.1%)","게임이나 인터넷을 활용한 오락활동
취미활동(독서, 영화감상, 여행 등)
헬스, 운동과 같은 신체활동
친목모임
혼식, 혼주(먹고 마시는 행동)
종교활동
외부기관 요청(상담 등)
기타
아무것도 하지 않는다"
도시 이미지·정체성,Q44a1,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 1. 초조함과 불안함,"전혀 없었음 (2019명, 67.2%)","일주일 미만 (788명, 26.2%)","일주일 이상 (199명, 6.6%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q44a2,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 2. 걱정을 멈추거나 통제할 수 없음,"전혀 없었음 (2250명, 74.4%)","일주일 미만 (602명, 19.9%)","일주일 이상 (171명, 5.7%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q44a3,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 3. 우울감 또는 절망감,"전혀 없었음 (2134명, 70.6%)","일주일 미만 (724명, 24.0%)","일주일 이상 (163명, 5.4%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q44a4,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 4. 일을 하는 것에 대한 흥미나 재미가 거의 없음,"전혀 없었음 (1920명, 64.3%)","일주일 미만 (846명, 28.3%)","일주일 이상 (219명, 7.3%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q44a5,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 5. 스트레스,"일주일 미만 (1426명, 48.3%)","전혀 없었음 (1097명, 37.2%)","일주일 이상 (428명, 14.5%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q44a6,(가구대표자용) 문44. 지난 2주 동안 다음과 같은 증상이 얼마나 자주 있었습니까? - 6. 외로움,"전혀 없었음 (1875명, 62.3%)","일주일 미만 (925명, 30.8%)","일주일 이상 (208명, 6.9%)","전혀 없었음
일주일 미만
일주일 이상
거의 매일"
도시 이미지·정체성,Q45_1,(가구대표자용) 문45-1. 현재 수원시에 우선적으로 필요한 복지 시설은 무엇이라고 생각하십니까?,"노인 대상 시설(노인복지관, 경로당, 치매센터 등) (925명, 42.6%)","아동 대상 시설(어린이집, 다함께 돌봄센터 등) (745명, 34.3%)","장애인 대상 시설(장애인주간보호시설, 장애인복지관 등) (503명, 23.1%)","아동 대상 시설(어린이집, 다함께 돌봄센터 등)
노인 대상 시설(노인복지관, 경로당, 치매센터 등)
장애인 대상 시설(장애인주간보호시설, 장애인복지관 등)
여성 대상 시설(여성가족회관 등)
가족대상시설(건강가족지원센터, 다문화가족지원센터 등)
기타(노숙자 및 이주민 등)"
도시 이미지·정체성,Q45_2,(가구대표자용) 문45-2. 현재 수원시에 우선적으로 필요한 복지 서비스는 무엇이라고 생각하십니까?,"가족 지원(출산지원, 다자녀가정지원, 조손/저소득한부모가족 지원 등) (794명, 39.7%)","어르신 지원(노인돌봄, 노인일자리, 노인 여가 및 문화 지원 등) (758명, 37.9%)","기초생활 지원(긴급복지, 의료급여, 노숙인 지원 등) (450명, 22.5%)","기초생활 지원(긴급복지, 의료급여, 노숙인 지원 등)
가족 지원(출산지원, 다자녀가정지원, 조손/저소득한부모가족 지원 등)
어르신 지원(노인돌봄, 노인일자리, 노인 여가 및 문화 지원 등)
장애인 지원(장애인 생활안정지원, 장애인활동지원 등)
1인가구 지원(생활편의, 돌봄지원 등)
다문화 지원(한국어교욱, 취업지원 등)
아동 지원(아동돌봄, 교육 및 체험 지원, 학대예방 등)
기타"
도시 이미지·정체성,Q45_2op,(가구대표자용) 문45-2. 현재 수원시에 우선적으로 필요한 복지 서비스는 무엇이라고 생각하십니까?_기타,"청년 (2명, 50.0%)","여성지원 (1명, 25.0%)","중장년층 지원 (1명, 25.0%)",
도시 이미지·정체성,Q45_3a1,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 1. 일자리 지원,"⑤ (978명, 41.1%)","④ 보통 (896명, 37.6%)","⑥ (507명, 21.3%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a2,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 2. 주거 관련 지원,"⑤ (961명, 39.1%)","④ 보통 (912명, 37.1%)","⑥ (584명, 23.8%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a3,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 3. 일상생활 지원,"④ 보통 (968명, 37.5%)","⑤ (956명, 37.1%)","⑥ (654명, 25.4%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a4,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 4. 신체건강 및 보건의료 지원,"⑤ (1001명, 38.4%)","④ 보통 (939명, 36.0%)","⑥ (670명, 25.7%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a5,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 5. 정신건강 및 심리정서 지원,"④ 보통 (981명, 38.5%)","⑤ (935명, 36.7%)","⑥ (630명, 24.7%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a6,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 6. 보호 및 돌봄요양 지원,"⑤ (959명, 37.4%)","④ 보통 (952명, 37.1%)","⑥ (654명, 25.5%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
